"topic","covariate","coefficient","std_error","t_value","p_value","ci_lower","ci_upper"
11,"C6_std",0.0172531393553059,0.00429534335766941,4.01670784350689,6.06580726173018e-05,0.00883057416889752,0.0256757045417143
11,"C7_std",-0.00513665436083971,0.00502901816507363,-1.02140302385734,0.307156766872575,-0.0149978528243653,0.00472454410268591
11,"C8_std",-0.0141048367712862,0.0115210505106858,-1.22426655088474,0.220960517708486,-0.036695999074736,0.00848632553216362
11,"C9_std",0.00916581087487651,0.00475712043461831,1.92675611241108,0.0541168428472209,-0.000162234318210927,0.018493856067964
11,"C10_std",0.00560790819709416,0.00488481382823635,1.14802905377438,0.251060193363478,-0.00397052581059205,0.0151863422047804
12,"C1_std",0.0144732258709607,0.0157840392599954,0.916953235642476,0.359250585444025,-0.0164770587750317,0.0454235105169531
12,"C2_std",-0.0119223534234938,0.00405167039051199,-2.94257732598707,0.00328317555859779,-0.0198671101370628,-0.00397759670992476
12,"C3_std",0.00173547880255581,0.00328613600891365,0.528121416109474,0.597459287333246,-0.00470817248251785,0.00817913008762948
12,"C4_std",-0.0151705354249061,0.013931471913271,-1.08893988512835,0.276279413732667,-0.0424881956353831,0.0121471247855709
12,"C5_std",0.002615569385074,0.00529128129491136,0.494316827871048,0.62112341545628,-0.00775989024993765,0.0129910290200856
12,"C6_std",9.10184983953852e-05,0.00381891200279715,0.0238336202375753,0.980987117020861,-0.00739733170003176,0.00757936869682253
12,"C7_std",-0.0109053072197397,0.00447120898928675,-2.43900637296745,0.0147929229095146,-0.0196727202152764,-0.00213789422420305
12,"C8_std",0.000941953671682572,0.0102431573954457,0.0919593085723138,0.926737320330688,-0.0191434396703281,0.0210273470136933
12,"C9_std",-0.00182096602829531,0.004229469640437,-0.430542404391669,0.666836140330371,-0.0101143621049816,0.00647243004839096
12,"C10_std",-0.00182945404104018,0.00434299952453697,-0.421242054184943,0.673612501106813,-0.0103454662789537,0.00668655819687336
