"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","doc_id"
0.00201047865208951,0.0239308907215429,0.0261616572039298,0.413430521064623,0.0599260294649547,0.00709276821983661,0.145704163542515,0.0110666461898829,0.00324770896774197,0.00479933267596131,0.295431345977719,0.00719845731920338,5523
0.0984234134183925,0.141928114435829,0.00339148630743507,0.152590910786331,0.0170203735429022,0.00433196567481773,0.261886199124319,0.00300263063469365,0.0180966248336529,0.00199054865778358,0.22215308269872,0.0751846498851241,3831
0.0253294428736542,0.00320770479779629,0.00119096357032589,0.678234174452234,0.00155780150942577,0.0416193341605948,0.1950503131044,0.0244894838614975,0.0010764767323159,0.00171764316735485,0.00159030816590218,0.0249363536044988,8458
0.00133504663314266,0.000960813983051516,0.00533227955060791,0.239835514318835,0.558527653670996,0.024002675228077,0.00136394227373277,0.0015309512192543,0.00129187544638494,0.150659526887835,0.00295604126350014,0.012203679524582,50
0.00142906772347694,0.067802641934473,0.00161729961811511,0.00249642095447417,0.00068120062740778,0.00136146104651472,0.233060916020588,0.578866490665194,0.00261811102761303,0.000858264305147355,0.00252508119086048,0.106683044886135,2967
0.00183029317223723,0.00222726062071087,0.806594794068683,0.00677640491400102,0.0584800819841775,0.00748986689372585,0.000662697844647782,0.00124783826472683,0.00284753858335453,0.0184306486031864,0.00889264762502345,0.0845199274255254,5182
0.00207406324981739,0.226267963624841,0.00193147367489275,0.0425301123491516,0.00297079296753135,0.00794170594750893,0.192468682236229,0.0524758057237113,0.00420660521032831,0.00101884739575717,0.00330312424072762,0.462810823379503,616
0.00656109427570991,0.326622691291722,0.00908637497975015,0.0182081393486271,0.0180818294944721,0.00688114156140885,0.167336844997612,0.00644450151418456,0.069564413873966,0.149489807274937,0.215147897215692,0.00657526417191763,4039
0.00375390411020871,0.16116326969003,0.0339616356559532,0.00437434410577558,0.0105467378645585,0.00209956943846774,0.00897970916346299,0.0222781195839356,0.0866677584402034,0.00583136862567757,0.655026636451409,0.00531694687031825,6396
0.00255858996278039,0.0151639747876308,0.00249360888136661,0.858785556875658,0.0328299152117214,0.0111000042854006,0.00278833233178442,0.00289480731797037,0.00619340589328808,0.0615762013039637,0.00170658581361759,0.00190901733481808,266
0.0014612690301029,0.0352397563234324,0.00142143619334826,0.77888708224644,0.00220525674390046,0.00522477463196874,0.159284764720504,0.0081549374434147,0.00168712196404521,0.00174173626472207,0.00158365369018978,0.00310821074793213,3720
0.000337749272604757,0.000431010611747047,0.00168426520254847,0.946698347651599,0.0286974538077514,0.0112670800550125,0.00135463978729924,0.00563105369197387,0.000379318481075576,0.00108840515663628,0.000675431390840534,0.00175524489091099,4003
0.00169023449327808,0.0192885744363453,0.00507902918045595,0.462515132722256,0.0131915337147857,0.0104152344168741,0.0122034902855295,0.00400580482953905,0.00208230848164996,0.00223034723057689,0.00260901874050484,0.464689291468205,454
0.0118526740623881,0.00116280535578858,0.162301754108898,0.0687335298794876,0.639044075959362,0.0352585873828407,0.000564295177746535,0.000604497092385056,0.033376899142954,0.00891172715651795,0.0110059523511481,0.0271832023304835,1593
0.00246464840104419,0.000435827124656009,0.834876347400253,0.00296450480334602,0.0165335099506588,0.00460275703058606,0.00168585927350482,0.00172559086046498,0.00377865924661591,0.0089220701694569,0.0134243935456577,0.108585832193756,3148
0.00123776408516211,5.33226388105534e-05,0.154288110914316,0.000717003510640494,0.00365291268218194,0.00333906213082728,0.00184469719213536,0.00496475259025847,0.0111605159973442,2.48491604675264e-06,0.000742175144332452,0.817997198197945,5805
0.00261642432770438,0.597433800430499,0.0022194433931396,0.000620513190232724,5.48833081429799e-05,0.000187642142006138,0.215142246702877,0.017480964970901,0.0034415554331234,0.00101959445474883,0.014756015052746,0.145026916593879,8113
0.000923320120901462,0.00243961609552232,0.19473061391762,0.0242896232558152,0.356769223508443,0.0104734875528216,0.00386353627781404,0.00307898028993725,0.00574967439633206,0.0134591682055772,0.359151071348551,0.0250716850306651,872
0.00350009469545069,0.00188167340071845,0.00869032050246566,0.00815615885550035,0.161928705304532,0.531025366464755,0.00793865352112775,0.00356229635565738,0.00249048199963772,0.0811944304236464,0.18615965277519,0.00347216570131908,1018
0.00509585592424817,0.00456957877316527,0.547237834290986,0.00213441640256193,0.0130468989083569,0.00329479271599507,0.000428152300300347,0.00127828891669417,0.0973080839880919,0.280756975207773,0.0421353839074283,0.00271373866439807,6070
0.00196402104345314,1.96569333819403e-05,0.0236019025441498,0.00739258896999887,0.926708958082353,0.00671917660560146,0.00011230819387323,0.000432729085245583,0.0015620617468683,0.0228618436867368,0.00697691553628482,0.00164783757205308,4433
0.00199147183307528,0.0102207851177943,0.0584327845701167,0.00289434795934709,0.00153218426289065,0.00759472642965253,0.419943550425262,0.0385919801302265,0.000910218934634057,0.0224841629672155,0.0462309090813804,0.389172878288405,3676
0.000711668067296378,0.000114489426398443,0.597769575437874,0.00138169178864186,0.313668466183986,0.000789508127121883,0.000185997484001125,0.000248444129309768,0.0104299055604282,0.0221317394755384,0.0521478054149892,0.000420708904413578,3012
0.0384049627079327,0.0170118150328665,0.2494450069087,0.00357114574073011,0.00355784044309276,0.0611541946755351,0.00843047564548394,0.00241123995073926,0.0105321133571187,0.0129321369205854,0.544454211567326,0.0480948570498898,8366
0.00501436664374972,0.00479010593729215,0.276082496907053,0.00785295158176092,0.0212574828199066,0.0133641437279589,0.00435828347075831,0.008325091189414,0.0937904390181061,0.0246715134483776,0.533320032942475,0.00717309231314858,718
0.00655121060578418,0.000645674875561546,0.190903300639551,0.541602356153726,0.198143306419792,0.00983360158058489,0.006080493431081,0.00378835773043637,0.0100198740981021,0.0102293547164906,0.010437543978421,0.0117649257704705,8848
0.000532589276469835,0.000580554684652301,0.645318844433814,0.0026237696801048,0.267631300612324,0.00397575988886748,0.000365582963040955,0.0144394630212229,0.000829960866492907,0.0572082239679868,0.00275582395125777,0.00373812665376609,2287
0.0033834142062976,0.00251570013792519,0.00919466428317069,0.0176735980977646,0.00296593899278016,0.107636042937202,0.00585975751990307,0.00813458061096703,0.00591402715178023,0.00480633933033514,0.824017440770391,0.00789849596148334,8253
0.00177707958272932,0.013533225386164,0.0785482077407984,0.00220946385930985,0.000995841903172151,0.000464205724988175,0.144517758157926,0.00257111257155878,0.00320816256538664,0.00171576736233578,0.742177521613035,0.00828165353259608,7164
0.0314689152062639,0.614991162379839,0.00282221878333321,0.00170847477619248,0.000115077764414129,0.000634870751632824,0.192208452932817,0.0035911824157847,0.085339649997084,0.00101351901186308,0.0342027945202666,0.0319036814605091,7030
