"doc_id","dominant_topic","max_prob"
1748,2,0.54371926023329
1749,10,0.411642594858405
1751,5,0.847395511070378
1756,2,0.416201295420091
1761,5,0.738463432251464
1766,3,0.675087594659353
1771,10,0.676101014847504
1772,7,0.406401987644758
1773,5,0.554946690970046
1781,8,0.543491786259404
1788,7,0.575545914955568
1805,5,0.612407092753064
1806,5,0.578016995282231
1807,4,0.38558484292269
1809,4,0.828976862538009
1811,4,0.473684265733314
1812,4,0.444213064692864
1813,5,0.652250593343213
1814,10,0.677881965906475
1822,5,0.611019334857513
1827,12,0.444623733971684
1830,4,0.474126834039762
1831,6,0.3705269346505
1832,6,0.249949525666353
1835,2,0.637972617025266
1841,3,0.514585725692543
1843,3,0.484738206248873
1844,5,0.584054258593428
1847,3,0.791883740345771
1854,11,0.340832929275836
1855,12,0.382183796721972
1857,7,0.66591480084816
1862,2,0.409477410446608
1866,5,0.637146923026508
1868,5,0.422070435009697
1869,5,0.758068202111541
1872,9,0.698431428133175
1875,5,0.740498568626325
1878,11,0.406922779961673
1884,5,0.501769811627963
1892,1,0.27694237522822
1897,8,0.547023702443104
1900,7,0.821892081384094
1903,6,0.43337198724902
1905,10,0.839374337585323
1909,1,0.578168147375461
1910,6,0.483523106797966
1920,5,0.721925417044052
1921,6,0.470686567546029
1923,11,0.43196023489265
1930,4,0.640481220878479
1935,2,0.461264165935757
1937,2,0.543063838603484
1939,2,0.480936289992242
1940,7,0.569482901599391
1943,2,0.870979772398491
1945,5,0.369580348809452
1946,7,0.662846196652858
1948,3,0.814866175822369
1951,4,0.725419247152552
1952,4,0.865229555181201
1958,5,0.980560998225848
1960,8,0.601924022332909
1964,2,0.851923303751196
1975,11,0.810503625298192
1976,2,0.656552905012577
1978,3,0.358689256313451
1980,3,0.684848357426835
1981,4,0.772902635084509
1982,5,0.484667103141714
1986,4,0.678715455248231
1987,5,0.533483557077686
1991,2,0.232179736772459
1994,6,0.866485408583481
2001,7,0.510347026184772
2002,11,0.33089244170579
2005,4,0.908367436415214
2009,1,0.407650793133241
2011,11,0.309464533474434
2014,3,0.305694274023272
2019,7,0.411752384580086
2021,12,0.364260540249337
2022,3,0.353308238396391
2025,5,0.664256723737733
2032,2,0.399439501089079
2034,6,0.234782374548804
2036,3,0.322227865997726
2037,5,0.718635139596421
2039,2,0.640087060121954
2044,9,0.309526575999564
2045,12,0.545400178902363
2046,5,0.658968211200483
2051,11,0.349669955766998
2053,5,0.878334261791682
2054,7,0.781592901005988
2058,10,0.609317431206367
2059,10,0.58080108728403
2063,5,0.479023387547452
2064,5,0.459176518085203
2067,3,0.489064879646346
2069,4,0.878324099052563
2071,1,0.233934125363107
2081,11,0.707723418238643
2084,12,0.503179160412414
2087,7,0.573735213438162
2088,4,0.456353222062833
2094,2,0.42549141309753
2096,12,0.556152932659022
2097,7,0.704312849514278
2098,5,0.372135723057134
2100,5,0.965599775457708
2104,9,0.380606823753509
2105,2,0.719132546174748
2110,5,0.687694652464264
2113,5,0.657414922806547
2116,10,0.842822509597789
2117,9,0.63516905189896
2120,5,0.32650704214824
2131,4,0.835924727814937
2133,5,0.657430627652946
2135,9,0.78554945614781
2142,4,0.532651067591903
2143,2,0.714435544209882
2144,3,0.677132200489648
2146,5,0.485671329508965
2149,8,0.681691976392175
2150,8,0.473727150981242
2155,5,0.370050799199088
2157,4,0.669560192126329
2161,11,0.652888124029879
2165,12,0.567526965337295
2168,7,0.511492863460207
2174,9,0.477157715778676
2178,6,0.317551199789106
2180,10,0.281753002251491
2184,4,0.850421503105837
2185,6,0.532397672224425
2189,7,0.594724928592632
2190,6,0.803625276505093
2197,4,0.816696853769704
2199,3,0.48743039120147
2204,10,0.372700941449478
2205,5,0.40812294820023
2208,7,0.821892081384094
2213,5,0.400221735004562
2214,4,0.312757803535204
2215,7,0.303973249921186
2221,6,0.30184355857661
2225,4,0.893471192568479
2226,6,0.463175146303755
2228,11,0.696180971650376
2231,5,0.654321207688107
2232,7,0.617493412567733
2234,5,0.334316289290899
2237,9,0.541466540586226
2238,3,0.540602376504346
2239,11,0.742194154572165
2244,2,0.437504903051898
2246,4,0.264122656920829
2258,4,0.975957952382636
2259,6,0.68046645700155
2260,4,0.824392585768236
2271,12,0.376347131209704
2282,5,0.517131289743299
2283,9,0.663539623529798
2284,11,0.552515422247659
2285,3,0.559422062999753
2290,5,0.39964501325837
2293,5,0.832880813423281
2302,7,0.555832204260773
2305,4,0.627222632234658
2311,4,0.917689576316153
2313,3,0.642960619974873
2314,7,0.489045788860958
2315,2,0.40928730791199
2321,12,0.408120065311948
2324,4,0.901809700997384
2325,6,0.477097884208526
2328,5,0.313521712873953
2329,7,0.419043647437633
2330,2,0.786880346070224
